"year","adm1","adm1_code","adm2","adm2_code","type","class1","class2","unit","value"
2015,"Busan",21,"Dong-gu",21030,"population","all households","female","persons",44666
2020,"Busan",21,"Dong-gu",21030,"population","all households","total","persons",84635
2020,"Busan",21,"Dong-gu",21030,"population","all households","male","persons",41028
2020,"Busan",21,"Dong-gu",21030,"population","all households","female","persons",43607
2020,"Busan",21,"Dong-gu",21030,"mortality","All causes","total","per 100k population",372.1
2020,"Busan",21,"Dong-gu",21030,"mortality","All causes","male","per 100k population",537.5
2020,"Busan",21,"Dong-gu",21030,"mortality","All causes","female","per 100k population",231.8
2015,"Busan",21,"Dong-gu",21030,"economy","company","total","count",13957
2010,"Busan",21,"Dong-gu",21030,"economy","company","total","count",14087
2020,"Busan",21,"Dong-gu",21030,"economy","company","total","count",18639
2020,"Daegu",22,"Dong-gu",22020,"tax","income","general","million KRW",155701
2020,"Daegu",22,"Dong-gu",22020,"tax","income","labor","million KRW",153585
2010,"Daegu",22,"Dong-gu",22020,"population","all households","total","persons",313776
2010,"Daegu",22,"Dong-gu",22020,"population","all households","male","persons",152815
2010,"Daegu",22,"Dong-gu",22020,"population","all households","female","persons",160961
2015,"Daegu",22,"Dong-gu",22020,"population","all households","total","persons",332834
2015,"Daegu",22,"Dong-gu",22020,"population","all households","male","persons",163012
2015,"Daegu",22,"Dong-gu",22020,"population","all households","female","persons",169822
2020,"Daegu",22,"Dong-gu",22020,"population","all households","total","persons",328906
2020,"Daegu",22,"Dong-gu",22020,"population","all households","male","persons",160506
2020,"Daegu",22,"Dong-gu",22020,"population","all households","female","persons",168400
2020,"Daegu",22,"Dong-gu",22020,"mortality","All causes","total","per 100k population",305.5
2020,"Daegu",22,"Dong-gu",22020,"mortality","All causes","male","per 100k population",412.3
2020,"Daegu",22,"Dong-gu",22020,"mortality","All causes","female","per 100k population",220.9
2020,"Daegu",22,"Dong-gu",22020,"economy","company","total","count",37425
2010,"Daegu",22,"Dong-gu",22020,"economy","company","total","count",22109
2015,"Daegu",22,"Dong-gu",22020,"economy","company","total","count",24050
2020,"Daejeon",25,"Dong-gu",25010,"tax","income","general","million KRW",72283
2020,"Daejeon",25,"Dong-gu",25010,"tax","income","labor","million KRW",190180
2010,"Daejeon",25,"Dong-gu",25010,"population","all households","total","persons",239608
2010,"Daejeon",25,"Dong-gu",25010,"population","all households","male","persons",118725
2010,"Daejeon",25,"Dong-gu",25010,"population","all households","female","persons",120883
2015,"Daejeon",25,"Dong-gu",25010,"population","all households","total","persons",238875
2015,"Daejeon",25,"Dong-gu",25010,"population","all households","male","persons",119690
2015,"Daejeon",25,"Dong-gu",25010,"population","all households","female","persons",119185
2020,"Daejeon",25,"Dong-gu",25010,"population","all households","total","persons",223342
2020,"Daejeon",25,"Dong-gu",25010,"population","all households","male","persons",112043
2020,"Daejeon",25,"Dong-gu",25010,"population","all households","female","persons",111299
2020,"Daejeon",25,"Dong-gu",25010,"mortality","All causes","total","per 100k population",340.6
2020,"Daejeon",25,"Dong-gu",25010,"mortality","All causes","male","per 100k population",444.9
2020,"Daejeon",25,"Dong-gu",25010,"mortality","All causes","female","per 100k population",250.7
2020,"Daejeon",25,"Dong-gu",25010,"economy","company","total","count",23936
2010,"Daejeon",25,"Dong-gu",25010,"economy","company","total","count",17091
2015,"Daejeon",25,"Dong-gu",25010,"economy","company","total","count",18584
2020,"Gwangju",24,"Dong-gu",24010,"tax","income","general","million KRW",92053
2020,"Gwangju",24,"Dong-gu",24010,"tax","income","labor","million KRW",124811
2010,"Gwangju",24,"Dong-gu",24010,"population","all households","total","persons",100937
2010,"Gwangju",24,"Dong-gu",24010,"population","all households","male","persons",49242
2010,"Gwangju",24,"Dong-gu",24010,"population","all households","female","persons",51695
2015,"Gwangju",24,"Dong-gu",24010,"population","all households","total","persons",99116
2015,"Gwangju",24,"Dong-gu",24010,"population","all households","male","persons",49136
2015,"Gwangju",24,"Dong-gu",24010,"population","all households","female","persons",49980
2020,"Gwangju",24,"Dong-gu",24010,"population","all households","total","persons",101769
2020,"Gwangju",24,"Dong-gu",24010,"population","all households","male","persons",50509
2020,"Gwangju",24,"Dong-gu",24010,"population","all households","female","persons",51260
2020,"Gwangju",24,"Dong-gu",24010,"mortality","All causes","total","per 100k population",320.8
2020,"Gwangju",24,"Dong-gu",24010,"mortality","All causes","male","per 100k population",424.8
2020,"Gwangju",24,"Dong-gu",24010,"mortality","All causes","female","per 100k population",231.4
2020,"Gwangju",24,"Dong-gu",24010,"economy","company","total","count",17650
2010,"Gwangju",24,"Dong-gu",24010,"economy","company","total","count",14780
2015,"Gwangju",24,"Dong-gu",24010,"economy","company","total","count",15523
2020,"Incheon",23,"Dong-gu",23020,"tax","income","general","million KRW",16573
2020,"Incheon",23,"Dong-gu",23020,"tax","income","labor","million KRW",221681
2010,"Incheon",23,"Dong-gu",23020,"population","all households","total","persons",72489
2010,"Incheon",23,"Dong-gu",23020,"population","all households","male","persons",35695
2010,"Incheon",23,"Dong-gu",23020,"population","all households","female","persons",36794
2015,"Incheon",23,"Dong-gu",23020,"population","all households","total","persons",69474
2015,"Incheon",23,"Dong-gu",23020,"population","all households","male","persons",34509
2015,"Incheon",23,"Dong-gu",23020,"population","all households","female","persons",34965
2020,"Incheon",23,"Dong-gu",23020,"population","all households","total","persons",60313
2020,"Incheon",23,"Dong-gu",23020,"population","all households","male","persons",30060
2020,"Incheon",23,"Dong-gu",23020,"population","all households","female","persons",30253
2020,"Incheon",23,"Dong-gu",23020,"mortality","All causes","total","per 100k population",336.4
2020,"Incheon",23,"Dong-gu",23020,"mortality","All causes","male","per 100k population",482.7
2020,"Incheon",23,"Dong-gu",23020,"mortality","All causes","female","per 100k population",210.5
2015,"Incheon",23,"Dong-gu",23020,"economy","company","total","count",7851
2020,"Incheon",23,"Dong-gu",23020,"economy","company","total","count",11700
2010,"Incheon",23,"Dong-gu",23020,"economy","company","total","count",7411
2020,"Ulsan",26,"Dong-gu",26030,"tax","income","general","million KRW",144168
2020,"Ulsan",26,"Dong-gu",26030,"tax","income","labor","million KRW",183819
2010,"Ulsan",26,"Dong-gu",26030,"population","all households","total","persons",158414
2010,"Ulsan",26,"Dong-gu",26030,"population","all households","male","persons",81538
2010,"Ulsan",26,"Dong-gu",26030,"population","all households","female","persons",76876
2015,"Ulsan",26,"Dong-gu",26030,"population","all households","total","persons",165804
2015,"Ulsan",26,"Dong-gu",26030,"population","all households","male","persons",86498
2015,"Ulsan",26,"Dong-gu",26030,"population","all households","female","persons",79306
2020,"Ulsan",26,"Dong-gu",26030,"population","all households","total","persons",151307
2020,"Ulsan",26,"Dong-gu",26030,"population","all households","male","persons",78208
2020,"Ulsan",26,"Dong-gu",26030,"population","all households","female","persons",73099
2020,"Ulsan",26,"Dong-gu",26030,"mortality","All causes","total","per 100k population",310.5
2020,"Ulsan",26,"Dong-gu",26030,"mortality","All causes","male","per 100k population",406.7
2020,"Ulsan",26,"Dong-gu",26030,"mortality","All causes","female","per 100k population",225.5
2020,"Ulsan",26,"Dong-gu",26030,"economy","company","total","count",10849
2015,"Ulsan",26,"Dong-gu",26030,"economy","company","total","count",8861
2010,"Ulsan",26,"Dong-gu",26030,"economy","company","total","count",8598
2010,"Busan",21,"Dong-gu",21030,"housing","housing types","total","count",26855
2015,"Busan",21,"Dong-gu",21030,"housing","housing types","total","count",27635
2020,"Busan",21,"Dong-gu",21030,"housing","housing types","total","count",33775
2010,"Daegu",22,"Dong-gu",22020,"housing","housing types","total","count",93790
2015,"Daegu",22,"Dong-gu",22020,"housing","housing types","total","count",105895
2020,"Daegu",22,"Dong-gu",22020,"housing","housing types","total","count",123199
2010,"Incheon",23,"Dong-gu",23020,"housing","housing types","total","count",23140
2015,"Incheon",23,"Dong-gu",23020,"housing","housing types","total","count",23877
2020,"Incheon",23,"Dong-gu",23020,"housing","housing types","total","count",24518
2010,"Gwangju",24,"Dong-gu",24010,"housing","housing types","total","count",28176
2015,"Gwangju",24,"Dong-gu",24010,"housing","housing types","total","count",30452
2020,"Gwangju",24,"Dong-gu",24010,"housing","housing types","total","count",40108
2010,"Daejeon",25,"Dong-gu",25010,"housing","housing types","total","count",69527
2015,"Daejeon",25,"Dong-gu",25010,"housing","housing types","total","count",73731
2020,"Daejeon",25,"Dong-gu",25010,"housing","housing types","total","count",79262
2010,"Ulsan",26,"Dong-gu",26030,"housing","housing types","total","count",43471
2015,"Ulsan",26,"Dong-gu",26030,"housing","housing types","total","count",48798
2020,"Ulsan",26,"Dong-gu",26030,"housing","housing types","total","count",53662
2010,"Gyeonggi-do",31,"Dongan-gu Anyang-si",31042,"population","all households","total","persons",339035
2010,"Gyeonggi-do",31,"Dongan-gu Anyang-si",31042,"population","all households","male","persons",165159
2010,"Gyeonggi-do",31,"Dongan-gu Anyang-si",31042,"population","all households","female","persons",173876
2015,"Gyeonggi-do",31,"Dongan-gu Anyang-si",31042,"population","all households","total","persons",334768
2015,"Gyeonggi-do",31,"Dongan-gu Anyang-si",31042,"population","all households","male","persons",163203
2015,"Gyeonggi-do",31,"Dongan-gu Anyang-si",31042,"population","all households","female","persons",171565
2020,"Gyeonggi-do",31,"Dongan-gu Anyang-si",31042,"population","all households","total","persons",299562
2020,"Gyeonggi-do",31,"Dongan-gu Anyang-si",31042,"population","all households","male","persons",145445
2020,"Gyeonggi-do",31,"Dongan-gu Anyang-si",31042,"population","all households","female","persons",154117
2020,"Gyeonggi-do",31,"Dongan-gu Anyang-si",31042,"mortality","All causes","total","per 100k population",229.1
2020,"Gyeonggi-do",31,"Dongan-gu Anyang-si",31042,"mortality","All causes","male","per 100k population",315.7
2020,"Gyeonggi-do",31,"Dongan-gu Anyang-si",31042,"mortality","All causes","female","per 100k population",162.7
2010,"Gyeonggi-do",31,"Dongan-gu Anyang-si",31042,"economy","company","total","count",23377
2015,"Gyeonggi-do",31,"Dongan-gu Anyang-si",31042,"economy","company","total","count",26729
2020,"Gyeonggi-do",31,"Dongan-gu Anyang-si",31042,"economy","company","total","count",40652
2010,"Gyeonggi-do",31,"Dongan-gu Anyang-si",31042,"housing","housing types","total","count",96434
2015,"Gyeonggi-do",31,"Dongan-gu Anyang-si",31042,"housing","housing types","total","count",101558
2020,"Gyeonggi-do",31,"Dongan-gu Anyang-si",31042,"housing","housing types","total","count",101500
2020,"Seoul",11,"Dongdaemun-gu",11060,"tax","income","general","million KRW",250719
2020,"Seoul",11,"Dongdaemun-gu",11060,"tax","income","labor","million KRW",196101
2010,"Seoul",11,"Dongdaemun-gu",11060,"population","all households","total","persons",335878
2010,"Seoul",11,"Dongdaemun-gu",11060,"population","all households","male","persons",164737
2010,"Seoul",11,"Dongdaemun-gu",11060,"population","all households","female","persons",171141
2015,"Seoul",11,"Dongdaemun-gu",11060,"population","all households","total","persons",346129
2015,"Seoul",11,"Dongdaemun-gu",11060,"population","all households","male","persons",170850
2015,"Seoul",11,"Dongdaemun-gu",11060,"population","all households","female","persons",175279
2020,"Seoul",11,"Dongdaemun-gu",11060,"population","all households","total","persons",332796
2020,"Seoul",11,"Dongdaemun-gu",11060,"population","all households","male","persons",162603
2020,"Seoul",11,"Dongdaemun-gu",11060,"population","all households","female","persons",170193
2020,"Seoul",11,"Dongdaemun-gu",11060,"mortality","All causes","total","per 100k population",298.7
2020,"Seoul",11,"Dongdaemun-gu",11060,"mortality","All causes","male","per 100k population",421.5
2020,"Seoul",11,"Dongdaemun-gu",11060,"mortality","All causes","female","per 100k population",196.7
2010,"Seoul",11,"Dongdaemun-gu",11060,"economy","company","total","count",29671
2020,"Seoul",11,"Dongdaemun-gu",11060,"economy","company","total","count",43029
2015,"Seoul",11,"Dongdaemun-gu",11060,"economy","company","total","count",32994
2010,"Seoul",11,"Dongdaemun-gu",11060,"housing","housing types","total","count",81728
2015,"Seoul",11,"Dongdaemun-gu",11060,"housing","housing types","total","count",94464
2020,"Seoul",11,"Dongdaemun-gu",11060,"housing","housing types","total","count",103520
2020,"Gyeonggi-do",31,"Dongducheon-si",31080,"tax","income","general","million KRW",26798
2020,"Gyeonggi-do",31,"Dongducheon-si",31080,"tax","income","labor","million KRW",23480
2010,"Gyeonggi-do",31,"Dongducheon-si",31080,"population","all households","total","persons",87726
2010,"Gyeonggi-do",31,"Dongducheon-si",31080,"population","all households","male","persons",42899
2010,"Gyeonggi-do",31,"Dongducheon-si",31080,"population","all households","female","persons",44827
2015,"Gyeonggi-do",31,"Dongducheon-si",31080,"population","all households","total","persons",91473
2015,"Gyeonggi-do",31,"Dongducheon-si",31080,"population","all households","male","persons",45077
2015,"Gyeonggi-do",31,"Dongducheon-si",31080,"population","all households","female","persons",46396
2020,"Gyeonggi-do",31,"Dongducheon-si",31080,"population","all households","total","persons",89433
2020,"Gyeonggi-do",31,"Dongducheon-si",31080,"population","all households","male","persons",44483
2020,"Gyeonggi-do",31,"Dongducheon-si",31080,"population","all households","female","persons",44950
2020,"Gyeonggi-do",31,"Dongducheon-si",31080,"mortality","All causes","total","per 100k population",368
2020,"Gyeonggi-do",31,"Dongducheon-si",31080,"mortality","All causes","male","per 100k population",494
2020,"Gyeonggi-do",31,"Dongducheon-si",31080,"mortality","All causes","female","per 100k population",258.5
2010,"Gyeonggi-do",31,"Dongducheon-si",31080,"economy","company","total","count",5886
2020,"Gyeonggi-do",31,"Dongducheon-si",31080,"economy","company","total","count",8826
